N°,Zona,Un.lect.,Contrato,Tp.tarifa,Instalacion,Fact.cálculo,Equipo,Número de serie,Fabricante,Denomin.tipo,DS,¿Telesgestionada?,Tipo de medicion,Lista,Municipio,Población,Distrito,Calle,01/01/2019,02/01/2019,03/01/2019,04/01/2019,05/01/2019,06/01/2019,07/01/2019,08/01/2019,09/01/2019,10/01/2019,11/01/2019,12/01/2019,01/01/2020,02/01/2020,03/01/2020,04/01/2020,05/01/2020,06/01/2020,07/01/2020,08/01/2020,09/01/2020,10/01/2020,11/01/2020,12/01/2020,01/01/2021,02/01/2021,03/01/2021,04/01/2021,05/01/2021,06/01/2021,07/01/2021,08/01/2021,09/01/2021,10/01/2021,11/01/2021,01/01/2022,02/01/2022,03/01/2022,04/01/2022,05/01/2022,06/01/2022,07/01/2022,08/01/2022,09/01/2022,10/01/2022,11/01/2022,Prioridad,Promedio,% Variacion,Tendencia ,Grafico ,Ordenes,Observacion
511,SS,SS_16_11,105127601,G_MMH,30028487,80,1.00E+11,182920,SIEMENS,RXRS4 (114E),DS902755,Medición Convencional ,Medicion Secundaria,DIRECCION REGIONAL DE SALUD METROPOLITANA,SAN MARCOS,SAN MARCOS,URB 10 DE OCTUBRE,PASAJE 1,4824.00,5272.00,5784.00,5272.00,5648.00,6112.00,6336.00,5872.00,6384.00,6200.00,6432.00,6088.00,5072.00,6472.00,7224.00,7096.00,7352.00,6616.00,6216.00,6280.00,6944.00,7176.00,5736.00,8368.00,6064.00,7472.00,7896.00,7536.00,7904.00,7704.00,7712.00,7488.00,7176.00,7432.00,7424.00,6784.00,7104.00,7808.00,6568.00,7504.00,6688.00,7816.00,7680.00,7456.00,7288.00,7288.00,Baja,"6,795",11.84%,-,,,
1134,ST,ST_78_03,207055401,G_GMH,30114008,160,1.00E+11,183093,SIEMENS,RXRS4 (114E),CT900466,Medición Convencional ,Medicion Secundaria,SABORES COSCO DE EL SALVADOR,NUEVO CUSCATLAN,NUEVO CUSCATLAN,CANTON LAS PILETAS,CALLE AL PUERTO,32048.00,41984.00,45440.00,44720.00,42064.00,49184.00,49280.00,46496.00,47280.00,47296.00,43360.00,38672.00,36048.00,43440.00,37776.00,29648.00,39328.00,40560.00,42912.00,35984.00,40336.00,40736.00,36864.00,37136.00,32240.00,38304.00,39104.00,41712.00,38128.00,38416.00,36640.00,38064.00,37472.00,34992.00,34624.00,29312.00,36176.00,35216.00,34624.00,33792.00,38960.00,36272.00,34320.00,35088.00,29600.00,29600.00,Media,"38,505",13.12%,-,,,
498,SS,SS_78_08,510511701,E_GMH,30244626,60,1.00E+11,1103462,LANDIS + GYR,E650 S4x RXR F9S,DS112738,Medición Tele gestionada,Medicion Secundaria,ANDA R. METROPOLITANA MAYORES,PANCHIMALCO,PANCHIMALCO,QUINTAS DORADAS,CALLE ANTIGUA A PANCHIMALCO,23862.00,18624.00,23010.00,20124.00,0.00,0.00,0.00,0.00,4398.00,5364.00,5106.00,5622.00,5556.00,5124.00,5388.00,4926.00,4950.00,5106.00,5418.00,4518.00,5472.00,6066.00,5790.00,5796.00,5748.00,5784.00,6246.00,5448.00,5952.00,5238.00,4908.00,4722.00,5016.00,4800.00,4494.00,4614.00,4842.00,4464.00,4122.00,4758.00,5514.00,4686.00,4422.00,4092.00,3900.00,3900.00,Baja,"6,041",71.26%,-,,,
329,SS,SS_14_07,105169201,G_MMP,30064515,60,1.00E+11,1103444,LANDIS + GYR,E650 S4x RXR F5S,DS901007,Medición Convencional ,Medicion Secundaria,JORGE ELIAS JUAN BAHAIA SAMOUR,ANTIGUO CUSCATLAN,LOMAS DE SAN FRANCISCO,LOMAS DE SAN FRANCISCO,PASAJE LA LOMA,3300.00,2700.00,2940.00,2802.00,2694.00,3300.00,3360.00,3132.00,3288.00,3396.00,3264.00,3414.00,3486.00,3654.00,3750.00,4548.00,4374.00,3510.00,3000.00,2754.00,3840.00,3432.00,3780.00,2802.00,3930.00,3396.00,3822.00,3438.00,3066.00,3078.00,3360.00,2964.00,2418.00,2280.00,2718.00,3186.00,3024.00,3426.00,3114.00,2904.00,3258.00,3300.00,2958.00,3420.00,2736.00,2736.00,Baja,"3,240",14.13%,-,,,
510,SS,SS_16_09,105255501,G_MMH,30138883,60,1.00E+11,477442,LANDIS + GYR,RXRS4,CT902740,Medición Tele gestionada,Medicion Secundaria,IGLESIA DE JESUCRISTO DE LOS SANTOS DE LOS ULTIMOS DIAS,SAN MARCOS,SAN MARCOS,COLONIA SANTA FE,CALLE PRINCIPAL,1164.00,1410.00,1452.00,1182.00,1218.00,1164.00,1188.00,1236.00,1194.00,1218.00,1362.00,1194.00,1104.00,1296.00,1014.00,720.00,726.00,696.00,762.00,768.00,774.00,960.00,870.00,1092.00,894.00,966.00,828.00,1176.00,924.00,882.00,906.00,948.00,876.00,1050.00,1098.00,1014.00,858.00,996.00,810.00,798.00,864.00,960.00,1176.00,990.00,1158.00,1158.00,Baja,"1,024",18.81%,-,,,
1308,ST,ST_78_03,510416701,G_MMH,30344509,60,1.00E+11,222631,LANDIS + GYR,RXRS4,CT10102,Medición Convencional ,Medicion Secundaria,SERVICIOS DE ALIMENTOS S.A. DE C.V.,SANTA TECLA,SANTA TECLA,ZONA IND. CARRETERA AL PUERTO,CALLE AL PUERTO,3936.00,4644.00,5964.00,5838.00,5640.00,5352.00,6126.00,6402.00,6030.00,5376.00,3288.00,3348.00,2340.00,2670.00,2880.00,744.00,132.00,180.00,246.00,210.00,204.00,210.00,126.00,144.00,138.00,162.00,162.00,150.00,156.00,162.00,168.00,222.00,306.00,594.00,1038.00,852.00,804.00,966.00,1146.00,858.00,624.00,762.00,1566.00,246.00,156.00,156.00,Baja,"1,814",118.67%,-,,,
515,SS,SS_17_07,105412501,G_MMH,30097069,60,1.00E+11,477449,LANDIS + GYR,RXRS4,CT31371,Medición Tele gestionada,Medicion Secundaria,ZOILA GONZALEZ DE BARRIENTOS,SAN MARCOS,SAN MARCOS,COLONIA MARABU,PASAJE EL ESFUERZO,3120.00,3054.00,3756.00,3756.00,4776.00,4620.00,2028.00,3828.00,3312.00,3264.00,4044.00,3546.00,3180.00,3666.00,3546.00,2940.00,4188.00,4188.00,3918.00,2304.00,3510.00,2418.00,3198.00,3618.00,3078.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,#N/D,#N/D,0.00%,-,,,
347,SS,SS_16_03,105566802,G_MMH,30055394,80,1.00E+11,477834,FULCRUM,SM4ATR,CT6512,Medición Convencional ,Medicion Secundaria,MINISTERIO DE EDUCACION LA LIBERTAD,ANTIGUO CUSCATLAN,ANTIGUO CUSCATLAN,ANTIGUO CUSCATLAN,CALLE CUSCATLAN PONIENTE,2176.00,3384.00,3472.00,2544.00,2592.00,2920.00,3168.00,3056.00,2968.00,2776.00,2768.00,1696.00,1504.00,2816.00,2720.00,1208.00,1208.00,1208.00,2816.00,2392.00,2320.00,1088.00,1432.00,896.00,752.00,2008.00,1008.00,2032.00,2400.00,2552.00,2432.00,1984.00,2144.00,2680.00,1800.00,1504.00,2720.00,2912.00,2480.00,2512.00,2608.00,2680.00,2352.00,2880.00,2792.00,2792.00,Baja,"2,286",30.54%,-,,,
414,SS,SS_78_03,105566901,G_MBH,30055720,60,1.00E+11,106008,SIEMENS,RXRS4 (114E),DS101297,Medición Convencional ,Medicion Secundaria,ALCALDIA MUNICIPAL DE ANTIGUO CUSCATLAN,ANTIGUO CUSCATLAN,ANTIGUO CUSCATLAN,ANTIGUO CUSCATLAN,CALLE CUSCATLAN PONIENTE,1146.00,372.00,654.00,672.00,642.00,624.00,852.00,1446.00,1584.00,1476.00,912.00,1254.00,1014.00,228.00,60.00,132.00,0.00,6.00,534.00,264.00,390.00,414.00,528.00,1092.00,762.00,786.00,480.00,528.00,636.00,720.00,642.00,546.00,714.00,714.00,786.00,930.00,210.00,318.00,246.00,162.00,6.00,54.00,150.00,60.00,96.00,96.00,Baja,564,72.12%,-,,,
348,SS,SS_16_03,105719701,G_MMH,30011727,80,1.00E+11,1105596,LANDIS + GYR,E650 S4x RXR F9S,CT32555,Medición Convencional ,Medicion Secundaria,MC CORMICK DE CENTROAMERICA S.A. DE C.V.,ANTIGUO CUSCATLAN,ANTIGUO CUSCATLAN,ANTIGUO CUSCATLAN,BLVD WALTER DENIGER,12240.00,17704.00,17288.00,16336.00,18736.00,18320.00,17784.00,14960.00,19912.00,17952.00,16344.00,17928.00,11800.00,17552.00,15208.00,12928.00,18176.00,16752.00,17656.00,16864.00,19896.00,23056.00,20544.00,20560.00,8464.00,11968.00,15000.00,15808.00,15520.00,12824.00,13712.00,13376.00,18360.00,16440.00,18536.00,13880.00,18648.00,19536.00,17984.00,17936.00,16912.00,16696.00,17160.00,18336.00,20296.00,20296.00,Media,"16,830",16.25%,-,,,
630,SS,SS_78_04,200000301,E_MMP,30015676,240,1.00E+11,321731,LANDIS + GYR,RXRS4,DS901489,Medición Convencional ,Medicion Primaria ,ANDA R. METROPOLITANA MAYORES,SAN SALVADOR,CENTRO URBANO  MONSERRAT,COLONIA MONSERRAT,51° AVENIDA SUR,7488.00,25008.00,21168.00,20208.00,20016.00,18480.00,27840.00,30768.00,30792.00,30936.00,30240.00,31440.00,30864.00,28344.00,30120.00,29112.00,27960.00,27408.00,31296.00,29304.00,30192.00,30408.00,27816.00,29568.00,29856.00,27384.00,29472.00,27600.00,24384.00,21480.00,25344.00,27336.00,28224.00,20472.00,18048.00,22104.00,22440.00,21984.00,20880.00,21960.00,20832.00,23112.00,22752.00,22464.00,22488.00,22488.00,Media,"25,432",16.03%,-,,,
522,SS,SS_78_08,200000601,E_1G,30016039,80,1.00E+11,147512,SANGAMO,CYWA,CT901532,Medición Convencional ,Medicion Secundaria,ANDA R. METROPOLITANA MENORES,SAN MARCOS,PLANES DE RENDEROS,COLONIA CALIFORNIA,CALLE LOS ANGELES,32.00,88.00,192.00,88.00,32.00,208.00,256.00,168.00,112.00,264.00,240.00,128.00,272.00,144.00,256.00,160.00,184.00,216.00,192.00,96.00,272.00,240.00,160.00,240.00,160.00,256.00,192.00,192.00,160.00,240.00,208.00,192.00,240.00,0.00,160.00,32.00,160.00,184.00,104.00,160.00,136.00,72.00,264.00,0.00,248.00,248.00,Baja,171,42.89%,-,,,
525,SS,SS_78_08,200000701,E_GMH,30016064,80,1.00E+11,148902,LANDIS + GYR,RXRS4,CT5290,Medición Convencional ,Medicion Secundaria,ANDA R. METROPOLITANA MAYORES,SAN MARCOS,PLANES DE RENDEROS,PLANES DE RENDEROS,CALLE A ESCUELA CANINA,232.00,14328.00,25840.00,28984.00,32704.00,38136.00,37984.00,36240.00,41408.00,40880.00,41896.00,40288.00,39904.00,40840.00,48320.00,45504.00,39280.00,34744.00,43296.00,40696.00,44680.00,46904.00,41416.00,47896.00,28016.00,45160.00,48256.00,48368.00,49768.00,50592.00,49760.00,49832.00,50464.00,46176.00,42032.00,49392.00,49784.00,49648.00,46192.00,51328.00,50896.00,50568.00,51952.00,24032.00,41936.00,41936.00,Media,"41,489",19.73%,-,,,
532,SS,SS_78_09,200000801,E_MMH,30016087,80,1.00E+11,106067,LANDIS + GYR,RXRS4,DS100708,Medición Convencional ,Medicion Secundaria,ANDA R. METROPOLITANA MAYORES,SAN MARCOS,SAN MARCOS,COLONIA EL PE?ON,CALLE A SAN MARCOS,14272.00,12176.00,13624.00,12480.00,13016.00,13016.00,12040.00,12208.00,12608.00,12336.00,9728.00,10408.00,9912.00,8968.00,9936.00,9760.00,9536.00,9992.00,10536.00,10640.00,11160.00,11400.00,10960.00,11696.00,11856.00,10648.00,11808.00,11360.00,11880.00,11072.00,12048.00,11592.00,10696.00,5360.00,11376.00,10344.00,11000.00,10976.00,9936.00,11096.00,10680.00,11296.00,10848.00,10888.00,10784.00,10784.00,Media,"11,103",11.81%,-,,,
554,SS,SS_78_09,200001201,E_MMH,30016312,240,1.00E+11,1103569,LANDIS + GYR,E650 S4x RXR F9S,CT10249,Medición Convencional ,Medicion Secundaria,ANDA R. METROPOLITANA MAYORES,SAN MARCOS,SAN MARCOS,PARQUE INDUSTRIAL SAN MARCOS,CALLE A LA ALCALDIA,118536.00,116568.00,110460.00,110124.00,114888.00,105720.00,109080.00,114792.00,118128.00,103992.00,80952.00,82932.00,123600.00,146484.00,150552.00,155448.00,146520.00,134760.00,142032.00,143064.00,145056.00,149976.00,107832.00,85104.00,88632.00,144360.00,174072.00,169032.00,171768.00,172320.00,170736.00,161304.00,163680.00,153000.00,146376.00,157080.00,157752.00,152880.00,142440.00,155472.00,154824.00,150816.00,159144.00,153216.00,153888.00,153888.00,Alta,"137,463",18.82%,-,,,
623,SS,SS_78_04,200001601,E_GMH,30016337,1200,1.00E+11,1103480,LANDIS + GYR,E650 S4x RXR F9S,CT101758,Medición Tele gestionada,Medicion Primaria ,ANDA R. METROPOLITANA MAYORES,SAN SALVADOR,ALTAMIRA,URB LOMAS DE ALTAMIRA,CALZADA GUARDABARRANCO,71448.00,112080.00,109920.00,103200.00,104040.00,98520.00,101640.00,105360.00,110400.00,109560.00,109800.00,122160.00,114720.00,116040.00,128520.00,124440.00,116520.00,114600.00,123480.00,114720.00,132240.00,131400.00,119160.00,129480.00,129120.00,122040.00,132600.00,125520.00,118560.00,117720.00,121560.00,118920.00,124920.00,116160.00,115560.00,125160.00,124680.00,118560.00,105240.00,104280.00,96720.00,100200.00,98400.00,102360.00,91920.00,91920.00,Alta,"113,599",9.66%,-,,,
666,SS,SS_78_06,200001901,E_MMP,30016710,60,1.00E+11,1103629,LANDIS + GYR,E650 S4x RXR F9S,DS102510,Medición Convencional ,Medicion Secundaria,ANDA R. METROPOLITANA MAYORES,SAN SALVADOR,LOMAS DE CANDELARIA,LA CIMA,AVENIDA PRINCIPAL,15864.00,14056.00,16048.00,14576.00,15448.00,16000.00,16432.00,15824.00,14656.00,14904.00,13488.00,15080.00,15680.00,14104.00,13688.00,15504.00,13984.00,14168.00,14592.00,15066.00,15216.00,14850.00,14016.00,14394.00,15576.00,13500.00,15294.00,14268.00,15054.00,15180.00,14262.00,14682.00,16464.00,14988.00,11292.00,12576.00,10842.00,13860.00,15684.00,15882.00,16320.00,16164.00,15774.00,15660.00,16758.00,16758.00,Media,"14,880",8.38%,-,,,
438,SS,SS_78_03,200002101,E_GMH,30016732,480,1.00E+11,1103605,LANDIS + GYR,E650 S4x RXR F9S,CT1439,Medición Convencional ,Medicion Primaria ,ANDA R. METROPOLITANA MAYORES,ANTIGUO CUSCATLAN,LA CEIBA DE GUADALUPE,URB LA SULTANA,AVENIDA ANTIGUO CUSCATLAN,197904.00,181824.00,177840.00,138528.00,177120.00,182400.00,176544.00,172368.00,151920.00,150720.00,139776.00,211440.00,0.00,131952.00,135456.00,131062.00,124272.00,135600.00,125136.00,117024.00,103392.00,136080.00,125808.00,135936.00,134400.00,125904.00,134592.00,129312.00,131712.00,131856.00,133344.00,131904.00,132288.00,124080.00,123216.00,132096.00,128736.00,178752.00,190416.00,185232.00,200304.00,197424.00,201696.00,196128.00,191472.00,191472.00,Alta,"149,705",24.35%,-,,,
436,SS,SS_78_03,200002201,E_GMH,30016759,480,1.00E+11,479356,SIEMENS,LIBRA (114E),DS100277,Medición Tele gestionada,Medicion Primaria ,ANDA R. METROPOLITANA MAYORES,ANTIGUO CUSCATLAN,LA CEIBA DE GUADALUPE,URB LA SULTANA,CALLE FERROCARRIL,7056.00,5424.00,15216.00,19440.00,25008.00,29184.00,28032.00,28320.00,28416.00,29040.00,28128.00,25728.00,27744.00,25680.00,28752.00,28896.00,26592.00,27312.00,59184.00,56784.00,74064.00,72432.00,53472.00,55488.00,60192.00,56112.00,62784.00,61392.00,59712.00,64128.00,65232.00,64176.00,64656.00,43968.00,31824.00,33360.00,44064.00,67632.00,69312.00,74736.00,80064.00,78864.00,80112.00,67968.00,64752.00,64752.00,Media,"47,069",43.63%,-,,,
473,SS,SS_78_06,200002301,E_GMH,30016782,240,1.00E+11,183004,SIEMENS,RXRS4 (114E),DS901031,Medición Convencional ,Medicion Primaria ,ANDA R. METROPOLITANA MAYORES,ANTIGUO CUSCATLAN,LOMAS DE SAN FRANCISCO,RES ALBERT EINSTEIN,PASAJE 2,107544.00,97104.00,105648.00,90096.00,92688.00,94392.00,91344.00,91344.00,94392.00,174456.00,174456.00,19344.00,40200.00,91656.00,86784.00,100296.00,86952.00,91392.00,84480.00,98280.00,99144.00,96552.00,85152.00,91512.00,90840.00,88800.00,96432.00,89400.00,94128.00,95808.00,96216.00,97704.00,99360.00,89016.00,82536.00,93456.00,86616.00,94656.00,98640.00,104136.00,102864.00,105048.00,104520.00,103896.00,107712.00,107712.00,Alta,"95,972",23.59%,-,,,
696,SS,SS_78_07,200002401,E_GMH,30017003,120,1.00E+11,106354,SIEMENS,RXRS4 (114E),CT901426,Medición Convencional ,Medicion Secundaria,ANDA R. METROPOLITANA MAYORES,SAN SALVADOR,COLONIA DOLORES,COLONIA DOLORES,AVENIDA LOS TANQUES,10920.00,9144.00,10404.00,7404.00,6168.00,6408.00,7644.00,6300.00,4884.00,3708.00,4776.00,7272.00,3876.00,4860.00,5448.00,5220.00,6204.00,7608.00,7536.00,3276.00,5496.00,10320.00,11904.00,11628.00,11580.00,7740.00,12492.00,12144.00,35568.00,44736.00,25020.00,18504.00,16800.00,15900.00,16740.00,19128.00,18384.00,17112.00,14724.00,17256.00,16476.00,14892.00,15552.00,16344.00,13008.00,13008.00,Media,"12,207",65.46%,-,,,
698,SS,SS_78_07,200002501,E_MMH,30017026,40,1.00E+11,322097,LANDIS + GYR,RXRS4,CT901426,Medición Convencional ,Medicion Secundaria,ANDA R. METROPOLITANA MAYORES,SAN SALVADOR,COLONIA DOLORES,COLONIA DOLORES,AVENIDA LOS TANQUES,6456.00,7052.00,4600.00,4352.00,4348.00,3320.00,3572.00,4472.00,3256.00,2988.00,3092.00,4892.00,2560.00,2960.00,3296.00,3096.00,3996.00,5148.00,4992.00,2424.00,3608.00,5280.00,6476.00,5584.00,5780.00,3400.00,5428.00,4900.00,5304.00,5552.00,6516.00,7632.00,6484.00,5820.00,6212.00,7740.00,7964.00,7044.00,6296.00,7748.00,7072.00,6124.00,6184.00,6152.00,5420.00,5420.00,Baja,"5,174",29.47%,-,,,
709,SS,SS_78_07,200002601,E_GMH,30017054,600,1.00E+11,1103606,LANDIS + GYR,E650 S4x RXR F9S,CT902732,Medición Tele gestionada,Medicion Primaria ,ANDA R. METROPOLITANA MAYORES,SAN SALVADOR,SAN SALVADOR,COMUNIDAD MODELO,CALLE POLVORIN,37080.00,37230.00,35760.00,33840.00,36660.00,36000.00,34230.00,38100.00,37110.00,32280.00,35730.00,65790.00,80490.00,70260.00,72330.00,75270.00,67980.00,46290.00,65026.00,63000.00,65580.00,55800.00,63000.00,82620.00,91440.00,88260.00,92220.00,87420.00,97200.00,99540.00,103320.00,105600.00,93660.00,99060.00,99600.00,110760.00,114240.00,105120.00,94920.00,106440.00,95700.00,95700.00,89640.00,83280.00,81300.00,81300.00,Alta,"73,547",34.50%,-,,,
527,SS,SS_78_08,200002701,E_GMH,30017082,160,1.00E+11,479397,SIEMENS,LIBRA (114E),CT901532,Medición Tele gestionada,Medicion Secundaria,ANDA R. METROPOLITANA MAYORES,SAN MARCOS,PLANES DE RENDEROS,COLONIA CALIFORNIA,CALLE LOS ANGELES,141168.00,129072.00,109600.00,94352.00,138864.00,133248.00,129712.00,130272.00,134752.00,124544.00,128544.00,171008.00,182912.00,164336.00,181152.00,199936.00,174240.00,141360.00,174576.00,147872.00,151520.00,142880.00,143568.00,119056.00,150880.00,138880.00,145072.00,147984.00,147168.00,139968.00,146848.00,130640.00,108544.00,109696.00,112976.00,62432.00,61008.00,57744.00,53840.00,59584.00,55520.00,57936.00,91136.00,108432.00,108784.00,108784.00,Alta,"125,922",29.30%,-,,,
1016,ST,ST_78_17,207066201,G_GMH,30122500,160,1.00E+11,183022,LANDIS + GYR,RXRS4,CT900671,Medición Convencional ,Medicion Secundaria,ASOC. TELETON PRO-REHABILITACION,ANTIGUO CUSCATLAN,CIUDAD MERLIOT,JARDINES DE LA HACIENDA,CALLE PEDREGAL,8528.00,11120.00,13168.00,10736.00,11168.00,11984.00,13504.00,12336.00,13744.00,13008.00,13104.00,12608.00,9696.00,12528.00,13408.00,5040.00,3776.00,3280.00,4464.00,4816.00,5792.00,7584.00,5920.00,7440.00,5696.00,6976.00,7168.00,6368.00,7600.00,7168.00,7376.00,6896.00,7792.00,7632.00,6768.00,5600.00,6240.00,7328.00,6080.00,6608.00,6256.00,6176.00,5568.00,6320.00,6336.00,6336.00,Baja,"8,153",36.87%,-,,,
493,SS,SS_78_08,200002901,E_GMH,30017429,320,1.00E+11,213692,LANDIS + GYR,ALTIMUS RXR,CT8432,Medición Convencional ,Medicion Primaria ,ANDA R. METROPOLITANA MAYORES,PANCHIMALCO,PANCHIMALCO,BARRIO EL CALVARIO,AVENIDA LA PAZ,103392.00,93504.00,81696.00,78528.00,85632.00,85632.00,82848.00,82848.00,85632.00,82848.00,82848.00,85632.00,100768.00,96448.00,91712.00,83936.00,69408.00,45856.00,53376.00,71008.00,98752.00,94112.00,79008.00,60992.00,61152.00,86432.00,99392.00,87104.00,84032.00,94432.00,91584.00,127648.00,128224.00,111616.00,84800.00,96096.00,85664.00,67552.00,55008.00,64192.00,64224.00,71264.00,68992.00,101376.00,103520.00,103520.00,Alta,"85,092",20.22%,-,,,
737,SS,SS_78_10,200003101,E_GMH,30017459,40,1.00E+11,115309,SIEMENS,RXRS4 (114E),CT900521,Medición Convencional ,Medicion Secundaria,ANDA REGION CENTRAL (MAYORES),SANTIAGO TEXACUANGOS,SANTIAGO TEXACUANGOS,COLONIA 3 DE MAYO,CALLE A SAN MIGUEL TEPEZONTES,30480.00,29124.00,29248.00,25236.00,30808.00,34944.00,34280.00,34300.00,34404.00,29492.00,28496.00,31936.00,32032.00,41668.00,34260.00,30128.00,39980.00,44012.00,44972.00,40384.00,54936.00,47872.00,49592.00,39140.00,45400.00,31492.00,38476.00,29020.00,24668.00,27192.00,23500.00,30612.00,26972.00,26928.00,34460.00,41036.00,31184.00,42772.00,36224.00,35060.00,41152.00,38032.00,35244.00,32284.00,32032.00,32032.00,Media,"34,946",19.88%,-,,,
521,SS,SS_78_08,200003201,E_GMH,30017480,80,1.00E+11,106320,SIEMENS,RXRS4 (114E),CT902048,Medición Convencional ,Medicion Secundaria,ANDA R. METROPOLITANA MAYORES,SAN MARCOS,PLANES DE RENDEROS,COLONIA LOMAS DE SAN JACINTO,CALLE A PLANES DE RENDEROS,54952.00,50656.00,43648.00,39912.00,58776.00,50336.00,50976.00,51536.00,52480.00,44520.00,51048.00,77736.00,89728.00,80152.00,90776.00,101128.00,88904.00,60304.00,85008.00,74680.00,77944.00,64728.00,65368.00,67760.00,89064.00,83688.00,87528.00,90944.00,90896.00,97736.00,99464.00,82184.00,68784.00,74432.00,71912.00,83560.00,89160.00,80216.00,73968.00,81832.00,74832.00,80288.00,74888.00,73784.00,74504.00,74504.00,Alta,"73,287",21.55%,-,,,
1017,ST,ST_78_17,507696001,G_GMH,30312094,160,1.00E+11,183120,LANDIS + GYR,RXRS4,CT8905,Medición Convencional ,Medicion Secundaria,FUNDACION TELETON PROREHABILITACION,ANTIGUO CUSCATLAN,CIUDAD MERLIOT,JARDINES DE LA HACIENDA,CALLE PEDREGAL,7856.00,9536.00,9744.00,7840.00,7408.00,8400.00,10384.00,9072.00,9952.00,11616.00,11184.00,12112.00,7632.00,11312.00,9104.00,2896.00,1680.00,1664.00,1888.00,2176.00,3152.00,4160.00,3856.00,5552.00,3248.00,4144.00,4336.00,3312.00,5168.00,5184.00,4912.00,4832.00,5520.00,4624.00,4912.00,4128.00,4816.00,5968.00,4960.00,5408.00,5408.00,5664.00,4112.00,4880.00,5552.00,5552.00,Baja,"6,018",46.57%,-,,,
1150,ST,ST_78_17,518922201,G_GMH,30407104,160,1.00E+11,479321,LANDIS + GYR,RXRS4,CT31906,Medición Tele gestionada,Medicion Secundaria,EMPRENDIA S.A. DE C.V.,NUEVO CUSCATLAN,NUEVO CUSCATLAN,CARRETERA AL PUERTO,KM.12.5,17616.00,20704.00,19856.00,18224.00,18208.00,20016.00,20928.00,20016.00,20112.00,19056.00,17440.00,17840.00,16944.00,18000.00,18928.00,5120.00,4064.00,3168.00,2816.00,3360.00,5840.00,12720.00,11648.00,13584.00,12640.00,13104.00,14880.00,13520.00,16448.00,15552.00,17312.00,15072.00,17168.00,15504.00,15392.00,15488.00,16384.00,17088.00,15808.00,16368.00,21392.00,18560.00,16528.00,17840.00,17696.00,17696.00,Media,"15,297",32.32%,-,,,
735,SS,SS_78_10,200003601,E_GMH,30017786,960,1.00E+11,148838,SIEMENS,RXRS4 (114E),CT6332,Medición Tele gestionada,Medicion Primaria ,ANDA R. METROPOLITANA MAYORES,SANTIAGO TEXACUANGOS,CAÑA BRAVA,COMUNIDAD CA?A BRAVA,CALLE ASINO,211392.00,229824.00,204096.00,172800.00,216864.00,227616.00,218112.00,234048.00,230688.00,200640.00,226560.00,237696.00,226944.00,220032.00,216288.00,199200.00,222048.00,236448.00,244800.00,230976.00,273312.00,260640.00,266208.00,239232.00,233472.00,233856.00,246528.00,218112.00,238656.00,214752.00,197472.00,225696.00,224448.00,215136.00,203328.00,221952.00,239904.00,242496.00,214560.00,235008.00,227232.00,235008.00,227328.00,223008.00,211008.00,211008.00,Alta,"225,792",7.95%,-,,,
1436,ST,ST_78_16,200004901,E_GMH,30018486,1200,1.00E+11,479409,SIEMENS,LIBRA (114E),CT900672,Medición Tele gestionada,Medicion Primaria ,ANDA REGION CENTRAL (MAYORES),SANTA TECLA,SANTA TECLA,SANTA TECLA,CALLE A SANTA TECLA,306624.00,300288.00,288864.00,257568.00,294720.00,290352.00,282912.00,282480.00,297792.00,285072.00,273648.00,293184.00,270672.00,248544.00,309360.00,308064.00,289296.00,298416.00,295296.00,252384.00,312192.00,0.00,0.00,331248.00,332040.00,313800.00,340920.00,366480.00,387360.00,357360.00,324480.00,312600.00,310560.00,307200.00,317040.00,299880.00,335160.00,334440.00,257640.00,303120.00,330480.00,247440.00,278640.00,288600.00,279720.00,279720.00,Alta,"288,558",23.86%,-,,,
641,SS,SS_78_05,200031301,G_GMH,30033392,80,1.00E+11,106356,SIEMENS,RXRS4 (114E),CT901018,Medición Convencional ,Medicion Secundaria,UNIVERSIDAD JOSE SIMEON CAÑAS,SAN SALVADOR,SAN SALVADOR,COLONIA PALERMO,BLVD LOS PROCERES,9760.00,12312.00,13432.00,13576.00,13200.00,12808.00,11760.00,11376.00,11544.00,10920.00,10344.00,10064.00,10344.00,11920.00,12568.00,5600.00,4120.00,4792.00,4832.00,4760.00,4392.00,5672.00,3920.00,3344.00,3600.00,3744.00,8024.00,8752.00,10728.00,7936.00,8480.00,8928.00,9400.00,7856.00,5872.00,9992.00,15152.00,15744.00,13032.00,13224.00,12800.00,14248.00,14168.00,14224.00,13576.00,13576.00,Baja,"9,792",37.70%,-,,,
